ID,Condition,RunPosition,RT,Globality,RunType,StimuliType
11,Global Congruent,7,271,Global,Congruent,Congruent Stimuli with Target
11,Global Incongruent at 2,2,271,Global,Incongruent at 2,Incongruent Stimuli with Target
11,Local Incongruent at 6,3,271,Local,Incongruent at 6,Congruent Stimuli with Target
12,Local Congruent,6,271,Local,Congruent,Congruent Stimuli with Target
12,Local Incongruent at 2,3,271,Local,Incongruent at 2,Congruent Stimuli with Target
12,Local Incongruent at 6,5,271,Local,Incongruent at 6,Congruent Stimuli with Target
13,Local Incongruent at 6,6,271,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Global Congruent,7,271,Global,Congruent,Congruent Stimuli with Target
15,Global Incongruent at 2,7,271,Global,Incongruent at 2,Congruent Stimuli with Target
15,Global Incongruent at 6,1,271,Global,Incongruent at 6,Congruent Stimuli with Target
15,Global Incongruent at 6,7,271,Global,Incongruent at 6,Congruent Stimuli with Target
17,Global Incongruent at 6,3,271,Global,Incongruent at 6,Congruent Stimuli with Target
17,Local Congruent,6,271,Local,Congruent,Congruent Stimuli with Target
17,Global Incongruent at 6,1,271,Global,Incongruent at 6,Congruent Stimuli with Target
17,Global Incongruent at 6,4,271,Global,Incongruent at 6,Congruent Stimuli with Target
17,Global Incongruent at 6,4,271,Global,Incongruent at 6,Congruent Stimuli with Target
