ID,Condition,RunPosition,Globality,StimuliType,RunType,Critdatpoint,RT_Mu,RT_Sigma,RT_n,RT_SE
34,Global Congruent,6,Global,Congruent Stimuli with Target,Congruent,Critical,322.25,102.26224029168188,20,22.866532082361857
34,Global Incongruent at 2,2,Global,Incongruent Stimuli with Target,Incongruent at 2,Critical,288.1666666666667,99.56921919832808,18,23.468690030862522
34,Global Incongruent at 6,6,Global,Incongruent Stimuli with Target,Incongruent at 6,Critical,279.7894736842105,137.21174996145695,19,31.478534313071666
34,Local Congruent,2,Local,Congruent Stimuli with Target,Congruent,Critical,273.75,114.18584804929567,20,25.532731830668688
34,Local Congruent,6,Local,Congruent Stimuli with Target,Congruent,Critical,296.27777777777777,73.62688571882961,18,17.354023389810465
34,Local Incongruent at 2,2,Local,Incongruent Stimuli with Target,Incongruent at 2,Critical,367.72222222222223,135.878321672935,18,32.02682755705979
34,Local Incongruent at 6,6,Local,Incongruent Stimuli with Target,Incongruent at 6,Critical,340.6666666666667,161.904111054879,18,38.161164942961605
35,Global Congruent,2,Global,Congruent Stimuli with Target,Congruent,Critical,290.05,96.34230365568497,20,21.542794008303808
35,Global Congruent,6,Global,Congruent Stimuli with Target,Congruent,Critical,287.95,81.90718431313131,20,18.3150031969766
35,Global Incongruent at 2,2,Global,Incongruent Stimuli with Target,Incongruent at 2,Critical,305.5,134.830758113026,16,33.7076895282565
35,Global Incongruent at 6,6,Global,Incongruent Stimuli with Target,Incongruent at 6,Critical,283.63157894736844,137.76800569004715,19,31.606148129265893
35,Local Congruent,2,Local,Congruent Stimuli with Target,Congruent,Critical,300.05,104.78472920079629,20,23.43057774968877
35,Local Congruent,6,Local,Congruent Stimuli with Target,Congruent,Critical,282.65,130.46083300120546,20,29.17192909919433
35,Local Incongruent at 2,2,Local,Incongruent Stimuli with Target,Incongruent at 2,Critical,384.6666666666667,123.38366752437175,18,29.081809331383223
35,Local Incongruent at 6,6,Local,Incongruent Stimuli with Target,Incongruent at 6,Critical,285.3157894736842,104.65395497733309,19,24.009263883581596
37,Global Congruent,2,Global,Congruent Stimuli with Target,Congruent,Critical,217.52631578947367,151.60415137274538,19,34.78037764500211
37,Global Congruent,6,Global,Congruent Stimuli with Target,Congruent,Critical,260.8,153.73511053278077,20,34.376215767974166
37,Global Incongruent at 2,2,Global,Incongruent Stimuli with Target,Incongruent at 2,Critical,229.8421052631579,163.58187320044382,19,37.528255488201
37,Global Incongruent at 6,6,Global,Incongruent Stimuli with Target,Incongruent at 6,Critical,201.05,145.1777404280335,20,32.46272964169023
37,Local Congruent,2,Local,Congruent Stimuli with Target,Congruent,Critical,360.6,208.7121916596355,20,46.66946482839096
37,Local Congruent,6,Local,Congruent Stimuli with Target,Congruent,Critical,220.95,140.05994017600202,20,31.318354715809434
37,Local Incongruent at 2,2,Local,Incongruent Stimuli with Target,Incongruent at 2,Critical,373.85,259.72176914617893,20,58.07555310473636
37,Local Incongruent at 6,6,Local,Incongruent Stimuli with Target,Incongruent at 6,Critical,279.9,238.18588495012395,20,53.25998300294212
