ID,Condition,RunPosition,Globality,StimuliType,RunType,Critdatpoint,RT_Mu,RT_Sigma,RT_n,RT_SE
5,Local Incongruent at 2,4,Local,Congruent Stimuli with Target,Incongruent at 2,Non-critical,323.25,87.01474466706021,20,19.457088412033393
5,Local Incongruent at 2,5,Local,Congruent Stimuli with Target,Incongruent at 2,Non-critical,306.35,72.68191333692165,20,16.25216989561054
5,Local Incongruent at 2,6,Local,Congruent Stimuli with Target,Incongruent at 2,Non-critical,331.15,142.87509266930732,20,31.947841950015302
5,Local Incongruent at 2,7,Local,Congruent Stimuli with Target,Incongruent at 2,Non-critical,334.35,162.4546171445396,20,36.32595671938933
5,Local Incongruent at 6,1,Local,Congruent Stimuli with Target,Incongruent at 6,Non-critical,393.7,110.75534916391646,20,24.76564896022417
5,Local Incongruent at 6,2,Local,Congruent Stimuli with Target,Incongruent at 6,Non-critical,315.05263157894734,69.82873786328196,19,16.019811142159913
5,Local Incongruent at 6,3,Local,Congruent Stimuli with Target,Incongruent at 6,Non-critical,299.15,81.88906166914255,20,18.310950850587513
5,Local Incongruent at 6,4,Local,Congruent Stimuli with Target,Incongruent at 6,Non-critical,297.9,70.72027923259948,20,15.81353517518591
5,Local Incongruent at 6,5,Local,Congruent Stimuli with Target,Incongruent at 6,Non-critical,295.8,65.83919805100909,20,14.7220922426128
5,Local Incongruent at 6,6,Local,Incongruent Stimuli with Target,Incongruent at 6,Critical,327,124.72833637444558,20,27.890103885371996
