ID,Condition,RunPosition,RT,Globality,RunType,StimuliType
22,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
22,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
22,Global Congruent,6,369,Global,Congruent,Congruent Stimuli with Target
22,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
23,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
23,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
23,Local Incongruent at 2,2,369,Local,Incongruent at 2,Incongruent Stimuli with Target
23,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
23,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
24,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
24,Local Incongruent at 2,2,369,Local,Incongruent at 2,Incongruent Stimuli with Target
24,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
24,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
24,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
27,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
27,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
28,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
28,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
28,Global Congruent,6,369,Global,Congruent,Congruent Stimuli with Target
28,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
28,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
28,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
28,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
29,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
29,Local Incongruent at 6,6,369,Local,Incongruent at 6,Incongruent Stimuli with Target
29,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
29,Global Congruent,6,369,Global,Congruent,Congruent Stimuli with Target
30,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
30,Local Incongruent at 6,6,369,Local,Incongruent at 6,Incongruent Stimuli with Target
30,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
30,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
30,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
30,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
30,Local Incongruent at 6,6,369,Local,Incongruent at 6,Incongruent Stimuli with Target
30,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
30,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
32,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
32,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
32,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
32,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
34,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
34,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
34,Local Incongruent at 6,6,369,Local,Incongruent at 6,Incongruent Stimuli with Target
35,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
35,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
35,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
35,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
35,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
35,Local Congruent,2,369,Local,Congruent,Congruent Stimuli with Target
35,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
35,Local Incongruent at 2,2,369,Local,Incongruent at 2,Incongruent Stimuli with Target
35,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
37,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
37,Global Incongruent at 2,2,369,Global,Incongruent at 2,Incongruent Stimuli with Target
37,Global Congruent,2,369,Global,Congruent,Congruent Stimuli with Target
37,Local Congruent,6,369,Local,Congruent,Congruent Stimuli with Target
37,Global Incongruent at 6,6,369,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
1,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
1,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
1,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
1,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
1,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
1,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
1,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
1,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
1,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
1,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
1,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
1,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
1,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
1,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
1,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
1,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
1,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
1,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
1,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
1,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
1,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
1,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
1,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
2,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
2,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
2,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
2,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
3,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
3,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
3,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
3,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
3,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
3,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
4,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
4,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
4,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
4,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
4,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
4,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
4,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
4,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
4,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
4,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
4,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
4,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
5,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
5,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
5,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
5,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
5,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
5,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
5,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
5,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
5,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
5,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
5,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
5,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
5,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
5,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
5,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
5,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
5,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
5,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
5,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
5,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
5,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
5,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
5,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
5,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
5,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
6,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
6,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
6,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
6,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
6,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
6,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
6,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
6,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
6,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
7,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
7,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
7,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
7,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
7,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
7,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
7,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
7,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
7,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
7,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
7,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
7,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
7,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
7,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
7,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
7,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
7,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
7,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
7,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
7,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
7,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
7,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
7,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
7,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
7,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
7,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
8,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
8,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
8,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
8,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
8,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
8,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
8,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
8,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
8,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
8,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
8,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
8,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
8,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
8,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
8,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
8,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
8,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
8,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
8,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
9,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
9,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
9,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
9,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
9,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
9,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
9,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
10,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
10,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
10,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
10,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
10,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
10,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
10,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
10,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
10,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
10,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
11,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
11,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
11,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
11,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
11,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
11,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
11,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
11,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
11,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
11,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
11,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
11,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
11,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
11,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
11,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
11,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
11,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
11,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
12,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
12,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
12,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
12,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
12,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
12,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
12,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
12,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
12,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
12,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
12,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
12,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
12,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
12,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
12,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
12,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
12,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
12,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
12,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
12,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
12,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
12,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
12,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
13,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
13,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
13,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
13,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
13,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
13,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
13,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
13,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
13,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
13,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
13,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
13,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
13,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
13,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
13,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
15,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
15,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
15,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
15,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
15,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
15,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
15,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
15,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
15,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
17,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
17,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
17,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
17,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
17,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
17,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
17,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
17,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
17,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
17,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
17,Local Congruent,2,370,Local,Congruent,Congruent Stimuli with Target
17,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
17,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
17,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
17,Global Incongruent at 2,2,370,Global,Incongruent at 2,Incongruent Stimuli with Target
17,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
17,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
17,Local Congruent,6,370,Local,Congruent,Congruent Stimuli with Target
18,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
18,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
18,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
18,Global Congruent,2,370,Global,Congruent,Congruent Stimuli with Target
18,Global Incongruent at 6,6,370,Global,Incongruent at 6,Incongruent Stimuli with Target
18,Global Congruent,6,370,Global,Congruent,Congruent Stimuli with Target
18,Local Incongruent at 6,6,370,Local,Incongruent at 6,Incongruent Stimuli with Target
18,Local Incongruent at 2,2,370,Local,Incongruent at 2,Incongruent Stimuli with Target
