ID,Condition,RunPosition,RT,Globality,RunType,StimuliType
37,Global Congruent,6,127,Global,Congruent,Congruent Stimuli with Target
37,Local Incongruent at 6,6,127,Local,Incongruent at 6,Incongruent Stimuli with Target
3,Local Incongruent at 2,2,128,Local,Incongruent at 2,Incongruent Stimuli with Target
9,Global Incongruent at 2,2,128,Global,Incongruent at 2,Incongruent Stimuli with Target
9,Global Incongruent at 6,6,128,Global,Incongruent at 6,Incongruent Stimuli with Target
19,Global Incongruent at 6,6,128,Global,Incongruent at 6,Incongruent Stimuli with Target
28,Global Incongruent at 6,6,128,Global,Incongruent at 6,Incongruent Stimuli with Target
34,Local Congruent,6,128,Local,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 6,6,129,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Global Incongruent at 2,2,129,Global,Incongruent at 2,Incongruent Stimuli with Target
17,Global Incongruent at 6,6,129,Global,Incongruent at 6,Incongruent Stimuli with Target
19,Global Congruent,6,129,Global,Congruent,Congruent Stimuli with Target
28,Local Congruent,6,129,Local,Congruent,Congruent Stimuli with Target
28,Local Incongruent at 6,6,129,Local,Incongruent at 6,Incongruent Stimuli with Target
4,Local Congruent,6,130,Local,Congruent,Congruent Stimuli with Target
13,Local Incongruent at 6,6,130,Local,Incongruent at 6,Incongruent Stimuli with Target
17,Global Incongruent at 6,6,130,Global,Incongruent at 6,Incongruent Stimuli with Target
19,Global Incongruent at 2,2,130,Global,Incongruent at 2,Incongruent Stimuli with Target
20,Global Incongruent at 6,6,130,Global,Incongruent at 6,Incongruent Stimuli with Target
22,Local Congruent,6,130,Local,Congruent,Congruent Stimuli with Target
28,Global Incongruent at 2,2,130,Global,Incongruent at 2,Incongruent Stimuli with Target
32,Local Congruent,6,130,Local,Congruent,Congruent Stimuli with Target
32,Global Congruent,6,130,Global,Congruent,Congruent Stimuli with Target
35,Local Congruent,6,130,Local,Congruent,Congruent Stimuli with Target
35,Local Congruent,2,130,Local,Congruent,Congruent Stimuli with Target
3,Global Congruent,6,131,Global,Congruent,Congruent Stimuli with Target
9,Local Congruent,6,131,Local,Congruent,Congruent Stimuli with Target
9,Global Congruent,6,131,Global,Congruent,Congruent Stimuli with Target
20,Global Incongruent at 6,6,131,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Global Incongruent at 6,6,131,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Local Congruent,2,131,Local,Congruent,Congruent Stimuli with Target
24,Global Incongruent at 2,2,131,Global,Incongruent at 2,Incongruent Stimuli with Target
4,Global Congruent,2,132,Global,Congruent,Congruent Stimuli with Target
4,Local Congruent,6,132,Local,Congruent,Congruent Stimuli with Target
4,Local Congruent,6,132,Local,Congruent,Congruent Stimuli with Target
18,Local Congruent,6,132,Local,Congruent,Congruent Stimuli with Target
23,Local Congruent,6,132,Local,Congruent,Congruent Stimuli with Target
28,Global Incongruent at 6,6,132,Global,Incongruent at 6,Incongruent Stimuli with Target
32,Global Incongruent at 2,2,132,Global,Incongruent at 2,Incongruent Stimuli with Target
32,Local Congruent,6,132,Local,Congruent,Congruent Stimuli with Target
32,Local Congruent,2,132,Local,Congruent,Congruent Stimuli with Target
35,Local Congruent,2,132,Local,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 2,2,133,Local,Incongruent at 2,Incongruent Stimuli with Target
3,Local Congruent,2,133,Local,Congruent,Congruent Stimuli with Target
3,Local Congruent,6,133,Local,Congruent,Congruent Stimuli with Target
9,Global Incongruent at 6,6,133,Global,Incongruent at 6,Incongruent Stimuli with Target
23,Global Congruent,6,133,Global,Congruent,Congruent Stimuli with Target
24,Local Congruent,2,133,Local,Congruent,Congruent Stimuli with Target
34,Global Incongruent at 6,6,133,Global,Incongruent at 6,Incongruent Stimuli with Target
2,Local Congruent,6,134,Local,Congruent,Congruent Stimuli with Target
2,Global Congruent,2,134,Global,Congruent,Congruent Stimuli with Target
8,Global Congruent,2,134,Global,Congruent,Congruent Stimuli with Target
18,Global Congruent,6,134,Global,Congruent,Congruent Stimuli with Target
19,Local Congruent,6,134,Local,Congruent,Congruent Stimuli with Target
22,Local Congruent,2,134,Local,Congruent,Congruent Stimuli with Target
32,Local Incongruent at 6,6,134,Local,Incongruent at 6,Incongruent Stimuli with Target
32,Global Incongruent at 6,6,134,Global,Incongruent at 6,Incongruent Stimuli with Target
35,Local Incongruent at 6,6,134,Local,Incongruent at 6,Incongruent Stimuli with Target
2,Global Congruent,2,135,Global,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 2,2,135,Local,Incongruent at 2,Incongruent Stimuli with Target
3,Global Incongruent at 2,2,135,Global,Incongruent at 2,Incongruent Stimuli with Target
4,Local Incongruent at 2,2,135,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Local Congruent,2,135,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,6,135,Local,Congruent,Congruent Stimuli with Target
20,Global Incongruent at 6,6,135,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Global Incongruent at 6,6,135,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Local Incongruent at 2,2,135,Local,Incongruent at 2,Incongruent Stimuli with Target
22,Global Incongruent at 2,2,135,Global,Incongruent at 2,Incongruent Stimuli with Target
23,Local Congruent,2,135,Local,Congruent,Congruent Stimuli with Target
24,Global Congruent,2,135,Global,Congruent,Congruent Stimuli with Target
35,Local Congruent,2,135,Local,Congruent,Congruent Stimuli with Target
3,Local Incongruent at 2,2,136,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Local Congruent,6,136,Local,Congruent,Congruent Stimuli with Target
9,Global Congruent,6,136,Global,Congruent,Congruent Stimuli with Target
15,Local Incongruent at 6,6,136,Local,Incongruent at 6,Incongruent Stimuli with Target
19,Local Incongruent at 6,6,136,Local,Incongruent at 6,Incongruent Stimuli with Target
19,Global Incongruent at 6,6,136,Global,Incongruent at 6,Incongruent Stimuli with Target
24,Local Incongruent at 2,2,136,Local,Incongruent at 2,Incongruent Stimuli with Target
28,Local Incongruent at 6,6,136,Local,Incongruent at 6,Incongruent Stimuli with Target
30,Global Congruent,6,136,Global,Congruent,Congruent Stimuli with Target
3,Local Congruent,2,137,Local,Congruent,Congruent Stimuli with Target
5,Local Congruent,2,137,Local,Congruent,Congruent Stimuli with Target
9,Global Congruent,2,137,Global,Congruent,Congruent Stimuli with Target
30,Global Congruent,2,137,Global,Congruent,Congruent Stimuli with Target
10,Local Incongruent at 6,6,138,Local,Incongruent at 6,Incongruent Stimuli with Target
32,Local Congruent,2,138,Local,Congruent,Congruent Stimuli with Target
4,Global Congruent,2,139,Global,Congruent,Congruent Stimuli with Target
4,Local Incongruent at 2,2,139,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Local Incongruent at 6,6,139,Local,Incongruent at 6,Incongruent Stimuli with Target
19,Local Incongruent at 6,6,139,Local,Incongruent at 6,Incongruent Stimuli with Target
21,Local Incongruent at 6,6,139,Local,Incongruent at 6,Incongruent Stimuli with Target
4,Global Congruent,2,140,Global,Congruent,Congruent Stimuli with Target
5,Global Congruent,2,140,Global,Congruent,Congruent Stimuli with Target
5,Global Incongruent at 6,6,140,Global,Incongruent at 6,Incongruent Stimuli with Target
19,Global Congruent,6,140,Global,Congruent,Congruent Stimuli with Target
22,Global Incongruent at 6,6,140,Global,Incongruent at 6,Incongruent Stimuli with Target
24,Global Incongruent at 6,6,140,Global,Incongruent at 6,Incongruent Stimuli with Target
32,Local Congruent,6,140,Local,Congruent,Congruent Stimuli with Target
4,Local Incongruent at 6,6,141,Local,Incongruent at 6,Incongruent Stimuli with Target
22,Local Congruent,6,141,Local,Congruent,Congruent Stimuli with Target
2,Local Congruent,2,142,Local,Congruent,Congruent Stimuli with Target
10,Global Congruent,6,142,Global,Congruent,Congruent Stimuli with Target
19,Global Incongruent at 6,6,142,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Local Incongruent at 2,2,142,Local,Incongruent at 2,Incongruent Stimuli with Target
23,Local Congruent,6,142,Local,Congruent,Congruent Stimuli with Target
32,Local Incongruent at 6,6,142,Local,Incongruent at 6,Incongruent Stimuli with Target
32,Local Congruent,6,142,Local,Congruent,Congruent Stimuli with Target
37,Local Incongruent at 2,2,142,Local,Incongruent at 2,Incongruent Stimuli with Target
37,Global Congruent,6,142,Global,Congruent,Congruent Stimuli with Target
2,Global Congruent,2,143,Global,Congruent,Congruent Stimuli with Target
9,Global Congruent,2,143,Global,Congruent,Congruent Stimuli with Target
10,Local Congruent,6,143,Local,Congruent,Congruent Stimuli with Target
13,Global Incongruent at 6,6,143,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Local Incongruent at 2,2,143,Local,Incongruent at 2,Incongruent Stimuli with Target
22,Local Incongruent at 6,6,143,Local,Incongruent at 6,Incongruent Stimuli with Target
23,Global Incongruent at 2,2,143,Global,Incongruent at 2,Incongruent Stimuli with Target
2,Local Congruent,6,144,Local,Congruent,Congruent Stimuli with Target
5,Local Congruent,6,144,Local,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,144,Global,Congruent,Congruent Stimuli with Target
6,Local Congruent,6,144,Local,Congruent,Congruent Stimuli with Target
9,Local Congruent,2,144,Local,Congruent,Congruent Stimuli with Target
9,Local Congruent,6,144,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,2,144,Local,Congruent,Congruent Stimuli with Target
19,Local Incongruent at 6,6,144,Local,Incongruent at 6,Incongruent Stimuli with Target
20,Local Incongruent at 6,6,144,Local,Incongruent at 6,Incongruent Stimuli with Target
22,Global Incongruent at 6,6,144,Global,Incongruent at 6,Incongruent Stimuli with Target
24,Local Congruent,6,144,Local,Congruent,Congruent Stimuli with Target
29,Local Incongruent at 6,6,144,Local,Incongruent at 6,Incongruent Stimuli with Target
15,Global Congruent,6,145,Global,Congruent,Congruent Stimuli with Target
19,Local Congruent,6,145,Local,Congruent,Congruent Stimuli with Target
19,Global Congruent,2,145,Global,Congruent,Congruent Stimuli with Target
22,Global Congruent,6,145,Global,Congruent,Congruent Stimuli with Target
22,Global Incongruent at 2,2,145,Global,Incongruent at 2,Incongruent Stimuli with Target
22,Global Incongruent at 6,6,145,Global,Incongruent at 6,Incongruent Stimuli with Target
24,Local Incongruent at 6,6,145,Local,Incongruent at 6,Incongruent Stimuli with Target
24,Global Congruent,6,145,Global,Congruent,Congruent Stimuli with Target
9,Global Congruent,6,146,Global,Congruent,Congruent Stimuli with Target
9,Local Congruent,6,146,Local,Congruent,Congruent Stimuli with Target
9,Local Congruent,6,146,Local,Congruent,Congruent Stimuli with Target
13,Global Congruent,2,146,Global,Congruent,Congruent Stimuli with Target
17,Global Congruent,6,146,Global,Congruent,Congruent Stimuli with Target
21,Global Congruent,2,146,Global,Congruent,Congruent Stimuli with Target
22,Local Incongruent at 2,2,146,Local,Incongruent at 2,Incongruent Stimuli with Target
32,Global Incongruent at 6,6,146,Global,Incongruent at 6,Incongruent Stimuli with Target
32,Local Congruent,6,146,Local,Congruent,Congruent Stimuli with Target
35,Global Incongruent at 6,6,146,Global,Incongruent at 6,Incongruent Stimuli with Target
35,Global Congruent,2,146,Global,Congruent,Congruent Stimuli with Target
4,Global Congruent,2,147,Global,Congruent,Congruent Stimuli with Target
4,Global Congruent,6,147,Global,Congruent,Congruent Stimuli with Target
10,Local Congruent,6,147,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,2,147,Local,Congruent,Congruent Stimuli with Target
18,Local Incongruent at 6,6,147,Local,Incongruent at 6,Incongruent Stimuli with Target
19,Local Incongruent at 6,6,147,Local,Incongruent at 6,Incongruent Stimuli with Target
32,Local Congruent,2,147,Local,Congruent,Congruent Stimuli with Target
32,Local Incongruent at 6,6,147,Local,Incongruent at 6,Incongruent Stimuli with Target
37,Global Congruent,6,147,Global,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 6,6,148,Global,Incongruent at 6,Incongruent Stimuli with Target
5,Local Congruent,2,148,Local,Congruent,Congruent Stimuli with Target
12,Local Incongruent at 6,6,148,Local,Incongruent at 6,Incongruent Stimuli with Target
22,Global Incongruent at 6,6,148,Global,Incongruent at 6,Incongruent Stimuli with Target
23,Global Congruent,2,148,Global,Congruent,Congruent Stimuli with Target
37,Global Incongruent at 6,6,148,Global,Incongruent at 6,Incongruent Stimuli with Target
4,Local Congruent,2,149,Local,Congruent,Congruent Stimuli with Target
10,Global Incongruent at 6,6,149,Global,Incongruent at 6,Incongruent Stimuli with Target
13,Global Congruent,6,149,Global,Congruent,Congruent Stimuli with Target
19,Local Incongruent at 2,2,149,Local,Incongruent at 2,Incongruent Stimuli with Target
19,Local Congruent,2,149,Local,Congruent,Congruent Stimuli with Target
22,Global Incongruent at 6,6,149,Global,Incongruent at 6,Incongruent Stimuli with Target
24,Local Incongruent at 6,6,149,Local,Incongruent at 6,Incongruent Stimuli with Target
28,Global Congruent,2,149,Global,Congruent,Congruent Stimuli with Target
30,Global Incongruent at 6,6,149,Global,Incongruent at 6,Incongruent Stimuli with Target
32,Local Incongruent at 2,2,149,Local,Incongruent at 2,Incongruent Stimuli with Target
32,Global Incongruent at 2,2,149,Global,Incongruent at 2,Incongruent Stimuli with Target
35,Local Incongruent at 6,6,149,Local,Incongruent at 6,Incongruent Stimuli with Target
22,Global Congruent,6,218,Global,Congruent,Congruent Stimuli with Target
2,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
2,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
2,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
2,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
2,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
2,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
2,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
2,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
2,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
2,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
2,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
2,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
2,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
2,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
2,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
2,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
2,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
2,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
3,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
3,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
3,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
3,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
3,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
3,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
3,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
3,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
3,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
3,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
3,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
3,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
3,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
3,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
4,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
4,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
4,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
4,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
4,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
5,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
5,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
5,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
5,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
5,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
6,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
6,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
6,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
6,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
6,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
6,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
6,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
6,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
6,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
7,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
8,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
9,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
9,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
9,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
9,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
9,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
9,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
9,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
9,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
9,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
9,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
9,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
10,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
10,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
10,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
10,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
10,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
10,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
10,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
10,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
10,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
10,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
10,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
10,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
10,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
12,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
12,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
13,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
13,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
13,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
13,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
13,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
13,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
15,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
15,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
15,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
15,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
15,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
15,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
15,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
15,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
15,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
15,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
15,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
15,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
15,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
15,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
15,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
15,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
15,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
15,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
15,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
15,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
15,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
15,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
15,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
15,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
15,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
15,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
15,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
17,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
17,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
17,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
18,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
18,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
18,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
18,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
18,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
18,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
18,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
18,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
19,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
19,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
19,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
19,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
19,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
19,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
19,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
19,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
19,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
19,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
19,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
19,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
19,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
19,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
19,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
19,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
20,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
20,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
20,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
20,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
20,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
20,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
21,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
21,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
21,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
21,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
21,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
21,Local Incongruent at 2,2,219,Local,Incongruent at 2,Incongruent Stimuli with Target
21,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
21,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
21,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
21,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
21,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
21,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
21,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
21,Local Congruent,2,219,Local,Congruent,Congruent Stimuli with Target
21,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
22,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
22,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
22,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
22,Local Incongruent at 6,6,219,Local,Incongruent at 6,Incongruent Stimuli with Target
22,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
22,Global Congruent,2,219,Global,Congruent,Congruent Stimuli with Target
22,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
22,Local Congruent,6,219,Local,Congruent,Congruent Stimuli with Target
22,Global Congruent,6,219,Global,Congruent,Congruent Stimuli with Target
22,Global Incongruent at 6,6,219,Global,Incongruent at 6,Incongruent Stimuli with Target
22,Global Incongruent at 2,2,219,Global,Incongruent at 2,Incongruent Stimuli with Target
