ID,Condition,RunPosition#,RT_Mu,RT_Sigma,RT_n
12,Global Incongruent,5,243.47368421052633,92.86212505109846,19
12,Global Incongruent,6,237.64705882352942,82.17811537787189,17
12,Global Incongruent,7,239.22222222222223,110.89027727790766,18
12,Local Congruent at 2,1,497.3333333333333,214.56190138002023,15
12,Local Congruent at 2,2,355.3,202.92339752516932,20
12,Local Congruent at 2,3,333.1111111111111,158.60638993465736,18
12,Local Congruent at 2,4,393.44444444444446,344.0762949289389,18
12,Local Congruent at 2,5,290.7894736842105,108.43973182646889,19
12,Local Congruent at 2,6,308.52941176470586,143.11276919227842,17
12,Local Congruent at 2,7,263.3529411764706,105.1641224327899,17
12,Local Congruent at 6,1,537.9473684210526,146.41777126663982,19
12,Local Congruent at 6,2,384.4736842105263,121.1080180945243,19
12,Local Congruent at 6,3,333.6666666666667,152.04643253644207,18
12,Local Congruent at 6,4,331.1578947368421,121.41538578958084,19
12,Local Congruent at 6,5,306.44444444444446,134.40510416700621,18
12,Local Congruent at 6,6,304.3888888888889,144.1405110581497,18
12,Local Congruent at 6,7,311.3888888888889,132.9923212683344,18
12,Local Incongruent,1,565.578947368421,261.5917760747488,19
12,Local Incongruent,2,414.7368421052632,148.16163924926465,19
12,Local Incongruent,3,370.5,217.70277903600586,18
12,Local Incongruent,4,379.27777777777777,294.54367608927373,18
12,Local Incongruent,5,341.22222222222223,169.0376065208587,18
12,Local Incongruent,6,359.3157894736842,164.38540508058728,19
12,Local Incongruent,7,336.26666666666665,145.3254803470308,15
13,Global Congruent at 2,1,398.95,97.84277129526147,20
13,Global Congruent at 2,2,387.45,130.31882967714625,20
13,Global Congruent at 2,3,370.85,152.88739406228981,20
13,Global Congruent at 2,4,373.42105263157896,142.3865301796774,19
13,Global Congruent at 2,5,337.5,93.91849770160464,20
13,Global Congruent at 2,6,415.05,372.89020184442893,20
13,Global Congruent at 2,7,351.3,94.47422371932156,20
13,Global Congruent at 6,1,398.55,141.09402426825358,20
13,Global Congruent at 6,2,459.65,138.92833252777262,20
13,Global Congruent at 6,3,367.65,87.94093412476833,20
13,Global Congruent at 6,4,318.3,91.99605254689206,20
13,Global Congruent at 6,5,316.1,95.75346633824529,20
13,Global Congruent at 6,6,320.25,97.30682617911567,20
13,Global Congruent at 6,7,342.22222222222223,172.47900317414786,18
13,Global Incongruent,1,527.4,294.49303449898616,20
13,Global Incongruent,2,373.7,115.46022327145717,20
13,Global Incongruent,3,379.95,166.50698578675153,20
13,Global Incongruent,4,361.85,152.5827730498399,20
13,Global Incongruent,5,365.65,129.24936119153958,20
13,Global Incongruent,6,343.85,105.22220848231012,20
13,Global Incongruent,7,386.85,233.10225337030911,20
13,Local Congruent at 2,1,577.0555555555555,338.39525657609715,18
13,Local Congruent at 2,2,371.2105263157895,137.97204988586492,19
13,Local Congruent at 2,3,397.70588235294116,142.17100825497192,17
13,Local Congruent at 2,4,445.6111111111111,252.5279574246102,18
13,Local Congruent at 2,5,397.5,96.21018657086161,16
13,Local Congruent at 2,6,355.11764705882354,81.73041229626611,17
13,Local Congruent at 2,7,373.6666666666667,141.7549667145222,18
13,Local Congruent at 6,1,560.1,262.98947347354937,20
13,Local Congruent at 6,2,404.8,135.65730818189596,20
13,Local Congruent at 6,3,380.05,130.96583523957688,20
13,Local Congruent at 6,4,378.3,95.13818205226819,20
13,Local Congruent at 6,5,373.9,104.01361246946175,20
13,Local Congruent at 6,6,419.15,318.95722778751184,20
13,Local Congruent at 6,7,418.4,149.2498435157427,20
13,Local Incongruent,1,487.3157894736842,255.34922766708232,19
13,Local Incongruent,2,390.94736842105266,108.95181079735845,19
13,Local Incongruent,3,406.5,289.394194827747,20
13,Local Incongruent,4,332.55,76.09514473756903,20
13,Local Incongruent,5,358,109.41422980677845,20
13,Local Incongruent,6,324.35,89.58693220025246,20
13,Local Incongruent,7,354.6,122.59750147707355,20
14,Global Congruent at 2,1,494.42105263157896,251.261774912468,19
14,Global Congruent at 2,2,307.7894736842105,129.3692299614507,19
14,Global Congruent at 2,3,295.1666666666667,90.35371667865721,18
14,Global Congruent at 2,4,307.53333333333336,116.42586032484773,15
14,Global Congruent at 2,5,277.77777777777777,123.1405488506602,18
14,Global Congruent at 2,6,283.27777777777777,103.48447201253151,18
14,Global Congruent at 2,7,274.2857142857143,105.08782303126537,14
14,Global Congruent at 6,1,381.5,162.7240156312457,20
14,Global Congruent at 6,2,357.36842105263156,184.88771683445418,19
14,Global Congruent at 6,3,301.8235294117647,86.87435992146766,17
14,Global Congruent at 6,4,299.05555555555554,109.52113533454317,18
14,Global Congruent at 6,5,325.8,94.13000129000925,15
14,Global Congruent at 6,6,283.6111111111111,133.3977417962533,18
14,Global Congruent at 6,7,295.7857142857143,116.85044917554862,14
14,Global Incongruent,1,423.85,190.83756526373278,20
14,Global Incongruent,2,301.9,97.89946508106107,20
14,Global Incongruent,3,255.52631578947367,106.64393946475066,19
14,Global Incongruent,4,263.625,114.6483754791144,16
14,Global Incongruent,5,253.58823529411765,116.71817490408756,17
14,Global Incongruent,6,248.76470588235293,117.13695478571478,17
14,Global Incongruent,7,283.5625,90.70242095262213,16
14,Local Congruent at 2,1,521.3888888888889,168.43610724017051,18
14,Local Congruent at 2,2,402.8421052631579,134.89760032372487,19
14,Local Congruent at 2,3,351.15,168.09091368410697,20
14,Local Congruent at 2,4,339,118.38261884434068,19
14,Local Congruent at 2,5,353.6470588235294,138.69343043943655,17
14,Local Congruent at 2,6,317.94736842105266,118.37063904167495,19
14,Local Congruent at 2,7,341.2631578947368,151.22567466658091,19
14,Local Congruent at 6,1,581.7222222222222,290.35876501028974,18
14,Local Congruent at 6,2,458.8333333333333,191.47423417510038,18
14,Local Congruent at 6,3,413.3125,127.9091963073805,16
14,Local Congruent at 6,4,360.1666666666667,188.85483064730838,18
14,Local Congruent at 6,5,333.06666666666666,147.7461465132807,15
14,Local Congruent at 6,6,327.5263157894737,145.93429587814612,19
14,Local Congruent at 6,7,385.3125,202.29276432932545,16
14,Local Incongruent,1,455.10526315789474,154.51065937225536,19
14,Local Incongruent,2,371.1666666666667,150.32601825600878,18
14,Local Incongruent,3,317.63157894736844,137.65101223598265,19
14,Local Incongruent,4,299.7894736842105,146.83080926599703,19
14,Local Incongruent,5,283.77777777777777,165.7540898459329,18
14,Local Incongruent,6,321.3333333333333,135.40292604280154,15
14,Local Incongruent,7,288.0625,189.60818152178982,16
15,Global Congruent at 2,1,402.4736842105263,122.10667850561047,19
15,Global Congruent at 2,2,278.4,96.37667330788472,20
15,Global Congruent at 2,3,251.33333333333334,73.99205044740796,18
15,Global Congruent at 2,4,264.2105263157895,118.95684509162156,19
15,Global Congruent at 2,5,244.5,91.28703921922194,18
15,Global Congruent at 2,6,244.47368421052633,67.4399884844565,19
15,Global Congruent at 2,7,277.3888888888889,71.64384041410013,18
15,Global Congruent at 6,1,369,77.62373634684461,19
15,Global Congruent at 6,2,393.85,338.03990343713787,20
15,Global Congruent at 6,3,206.05,96.3302843565331,20
15,Global Congruent at 6,4,264.6,68.35233796486524,20
15,Global Congruent at 6,5,233.16666666666666,72.6476184784349,18
15,Global Congruent at 6,6,244.68421052631578,92.25210183186972,19
15,Global Congruent at 6,7,272.94444444444446,97.41087765217661,18
15,Global Incongruent,1,388.05263157894734,97.48873079273802,19
15,Global Incongruent,2,295.15,74.34788426536994,20
15,Global Incongruent,3,253.45,66.95990552090423,20
15,Global Incongruent,4,280.5,96.35916269506558,18
15,Global Incongruent,5,244.73684210526315,87.18871111003557,19
15,Global Incongruent,6,276.2105263157895,97.71590280409178,19
15,Global Incongruent,7,265.10526315789474,93.54434167628271,19
15,Local Congruent at 2,1,453.44444444444446,67.3168296606098,18
15,Local Congruent at 2,2,340.25,92.56000898421465,20
15,Local Congruent at 2,3,364.3157894736842,119.40363507940384,19
15,Local Congruent at 2,4,337.2,97.99387735976161,20
15,Local Congruent at 2,5,318.42105263157896,77.71051393864403,19
15,Local Congruent at 2,6,315.35,60.247974414519796,20
15,Local Congruent at 2,7,312.7,130.57407657603483,20
15,Local Congruent at 6,1,475.36842105263156,99.06967835614812,19
15,Local Congruent at 6,2,383.4,73.09575551072861,20
15,Local Congruent at 6,3,368,61.23896248562503,20
15,Local Congruent at 6,4,308.95,71.14512595651526,20
15,Local Congruent at 6,5,351.85,79.15625785681594,20
15,Local Congruent at 6,6,320.6,61.24961868839417,20
15,Local Congruent at 6,7,326.2,87.97164614985779,20
15,Local Incongruent,1,471.3333333333333,62.9099886080634,15
15,Local Incongruent,2,406.6,106.38084512978037,20
15,Local Incongruent,3,316,73.35996326693679,20
15,Local Incongruent,4,343.35,80.97125870852018,20
15,Local Incongruent,5,311.25,102.43964847141642,20
15,Local Incongruent,6,311.25,68.84679788448675,20
15,Local Incongruent,7,319.57894736842104,73.7716565487147,19
16,Global Congruent at 2,1,451.5263157894737,185.94783271452258,19
16,Global Congruent at 2,2,320.9,79.06819175476583,20
16,Global Congruent at 2,3,317.2,111.9114311455833,20
16,Global Congruent at 2,4,307.85,118.31993870323312,20
16,Global Congruent at 2,5,302.3157894736842,89.05432339094988,19
16,Global Congruent at 2,6,315.25,100.52853745133898,20
16,Global Congruent at 2,7,316.10526315789474,77.3892719645603,19
16,Global Congruent at 6,1,441.3,221.52345723481105,20
16,Global Congruent at 6,2,335.5263157894737,91.11675563744978,19
16,Global Congruent at 6,3,331.8,88.20048931717712,20
16,Global Congruent at 6,4,362.6,121.07909550546309,20
16,Global Congruent at 6,5,315.95,75.59203174381473,20
16,Global Congruent at 6,6,342.4,70.0927205470312,20
16,Global Congruent at 6,7,311.3157894736842,77.75749526685797,19
16,Global Incongruent,1,397.72222222222223,108.12999015648633,18
16,Global Incongruent,2,363.4,100.78972378696467,20
16,Global Incongruent,3,370.2,127.25217400686593,20
16,Global Incongruent,4,346.15,126.03645045027753,20
16,Global Incongruent,5,311.65,116.22540486848006,20
16,Global Incongruent,6,336.63157894736844,119.7178212512498,19
16,Global Incongruent,7,317.7,107.5448988244347,20
16,Local Congruent at 2,1,484.85,147.76342222406876,20
16,Local Congruent at 2,2,343.35,70.21341527237175,20
16,Local Congruent at 2,3,334.15,110.2629751286012,20
16,Local Congruent at 2,4,328.5,93.06845245358528,20
16,Local Congruent at 2,5,332.65,74.6854984867245,20
16,Local Congruent at 2,6,302.25,109.90324692296642,20
16,Local Congruent at 2,7,308.4,85.58738224761872,20
16,Local Congruent at 6,1,512.4,119.44626627197599,20
16,Local Congruent at 6,2,348.45,73.59524798732448,20
16,Local Congruent at 6,3,307.75,80.41332371926276,20
16,Local Congruent at 6,4,313.1,94.85162928989342,20
16,Local Congruent at 6,5,313.7,118.59843790575073,20
16,Local Congruent at 6,6,307.05,117.73363111166172,20
16,Local Congruent at 6,7,316.05,127.1461964164005,20
16,Local Incongruent,1,464.7368421052632,117.5480242781473,19
16,Local Incongruent,2,409.65,127.11879027942825,20
16,Local Incongruent,3,396.85,111.39180495227787,20
16,Local Incongruent,4,393.2,115.93355628843709,20
16,Local Incongruent,5,375.65,164.98812556953112,20
16,Local Incongruent,6,379.35,92.29544950862963,20
16,Local Incongruent,7,395.7368421052632,200.81302583505195,19
17,Global Congruent at 2,1,625.9473684210526,338.7587594085552,19
17,Global Congruent at 2,2,343.9,89.2759766118523,20
17,Global Congruent at 2,3,337.2105263157895,89.61806548246125,19
17,Global Congruent at 2,4,323.25,108.05888988977505,20
17,Global Congruent at 2,5,305.10526315789474,81.65639033089415,19
17,Global Congruent at 2,6,292.7368421052632,75.0509768278003,19
17,Global Congruent at 2,7,345.1,151.005019087028,20
17,Global Congruent at 6,1,556.7368421052631,261.27887232382,19
17,Global Congruent at 6,2,393.3,80.74853754582477,20
17,Global Congruent at 6,3,359.35,49.921280137094996,20
17,Global Congruent at 6,4,398.4736842105263,168.43771299176066,19
17,Global Congruent at 6,5,368,100.73884945478424,20
17,Global Congruent at 6,6,332.05263157894734,66.55947522847562,19
17,Global Congruent at 6,7,365.9,101.49923515397595,20
17,Global Incongruent,1,568.7222222222222,216.6069374684872,18
17,Global Incongruent,2,372.4736842105263,68.87296552434024,19
17,Global Incongruent,3,387.75,119.13763601729502,20
17,Global Incongruent,4,362.35,91.81060310282938,20
17,Global Incongruent,5,339.89473684210526,44.965288756800575,19
17,Global Incongruent,6,341.65,83.31883909037872,20
17,Global Incongruent,7,325.25,81.2707463391737,20
17,Local Congruent at 2,1,644.3,323.0330111858376,20
17,Local Congruent at 2,2,392.55,115.59433377116717,20
17,Local Congruent at 2,3,453.6,121.54765147442122,20
17,Local Congruent at 2,4,409.55,70.60302289636941,20
17,Local Congruent at 2,5,449.2,170.46333144820633,20
17,Local Congruent at 2,6,387.1111111111111,101.64985396181106,18
17,Local Congruent at 2,7,391.75,79.84384430677302,20
17,Local Congruent at 6,1,582.6,190.5160305452978,20
17,Local Congruent at 6,2,400.1,104.0960588768096,20
17,Local Congruent at 6,3,379.2,108.70220062654036,20
17,Local Congruent at 6,4,468.2,248.17154508418906,20
17,Local Congruent at 6,5,353.8,101.42230627690496,20
17,Local Congruent at 6,6,384.45,109.92316694664026,20
17,Local Congruent at 6,7,388.8,100.9693022655896,20
17,Local Incongruent,1,687.65,403.34551924465063,20
17,Local Incongruent,2,452.6,175.56956935702306,20
17,Local Incongruent,3,415.55,109.01157591838826,20
17,Local Incongruent,4,405.7,88.66441759448048,20
17,Local Incongruent,5,364.1,73.92734698052506,20
17,Local Incongruent,6,396.2,82.75938490270264,20
17,Local Incongruent,7,431.42105263157896,122.6423507554809,19
18,Global Congruent at 2,1,471.75,208.674482085578,20
18,Global Congruent at 2,2,361.9,54.67502075662013,20
18,Global Congruent at 2,3,377.95,93.28703582294584,20
18,Global Congruent at 2,4,351.4,92.37987933128706,20
18,Global Congruent at 2,5,397.63157894736844,117.19414591291371,19
18,Global Congruent at 2,6,426.89473684210526,182.76575619471745,19
18,Global Congruent at 2,7,370.6842105263158,42.051625191977415,19
18,Global Congruent at 6,1,359.7894736842105,43.51701959178784,19
18,Global Congruent at 6,2,386.3,42.1077565051231,20
18,Global Congruent at 6,3,473.9,278.39519430214006,20
18,Global Congruent at 6,4,380.5,156.1458494990804,20
18,Global Congruent at 6,5,426.8,117.99090063042551,20
18,Global Congruent at 6,6,375.65,107.12377248575102,20
18,Global Congruent at 6,7,471.05,242.77983853689335,20
18,Global Incongruent,1,426.95,146.39940861255303,20
18,Global Incongruent,2,366.15,59.90718698646749,20
18,Global Incongruent,3,381.2,16.40795699139838,20
18,Global Incongruent,4,360.1,62.402682128592076,20
18,Global Incongruent,5,361.7894736842105,54.687576232194154,19
18,Global Incongruent,6,413.75,192.68268843114222,20
18,Global Incongruent,7,376.75,92.44166012310569,20
18,Local Congruent at 2,1,426.45,81.95151005320159,20
18,Local Congruent at 2,2,378.75,67.10390607502902,20
18,Local Congruent at 2,3,446,95.57196241576293,20
18,Local Congruent at 2,4,435.1,83.22569188341834,20
18,Local Congruent at 2,5,414.25,101.34613694504695,20
18,Local Congruent at 2,6,430.45,122.70266801028454,20
18,Local Congruent at 2,7,455.75,136.65010062199002,20
18,Local Congruent at 6,1,457.1,125.62932108305559,20
18,Local Congruent at 6,2,421.4736842105263,80.65245633860319,19
18,Local Congruent at 6,3,430.95,106.40561668989986,20
18,Local Congruent at 6,4,455.55,72.99493493603367,20
18,Local Congruent at 6,5,432.89473684210526,104.10992840734478,19
18,Local Congruent at 6,6,407.7894736842105,79.60428446549317,19
18,Local Congruent at 6,7,453.8,116.32875374286625,20
18,Local Incongruent,1,454.1,145.11262413797957,20
18,Local Incongruent,2,448.85,92.83560739285332,20
18,Local Incongruent,3,451.95,120.8459110211277,20
18,Local Incongruent,4,403.45,71.5530535594688,20
18,Local Incongruent,5,423.4,99.51006296641032,20
18,Local Incongruent,6,433.25,68.17074152449862,20
18,Local Incongruent,7,415.85,86.93450347667974,20
19,Global Congruent at 2,1,412.10526315789474,101.18898421427004,19
19,Global Congruent at 2,2,383.95,89.2073132475253,20
19,Global Congruent at 2,3,406,99.37012152871495,20
19,Global Congruent at 2,4,402.95,99.1731473630576,20
19,Global Congruent at 2,5,428.25,97.37171047075223,20
19,Global Congruent at 2,6,426.7368421052632,98.496949814738,19
19,Global Congruent at 2,7,446.25,155.67471991640977,20
19,Global Congruent at 6,1,459.94444444444446,142.8785877928292,18
19,Global Congruent at 6,2,412.6842105263158,100.05667984340951,19
19,Global Congruent at 6,3,428.85,109.60900606485909,20
19,Global Congruent at 6,4,448.7,119.46463911969934,20
19,Global Congruent at 6,5,432.2,123.4233621150772,20
19,Global Congruent at 6,6,424.94444444444446,117.96034838389413,18
19,Global Congruent at 6,7,411.2631578947368,158.29292189737043,19
19,Global Incongruent,1,491.63157894736844,178.86345211619945,19
19,Global Incongruent,2,426.65,59.84213882330217,20
19,Global Incongruent,3,412.8421052631579,62.893440002289886,19
19,Global Incongruent,4,442.35,89.03829749637305,20
19,Global Incongruent,5,446.9,117.40523614253416,20
19,Global Incongruent,6,406.05,63.997101085661846,20
19,Global Incongruent,7,422.95,54.47884669155639,20
19,Local Congruent at 2,1,512.65,107.40737747865417,20
19,Local Congruent at 2,2,464.9,97.168816743688,20
19,Local Congruent at 2,3,435.3888888888889,103.45282465019781,18
19,Local Congruent at 2,4,479.1,149.44243743081535,20
19,Local Congruent at 2,5,473.95,141.4297203188696,20
19,Local Congruent at 2,6,484.6,142.40912152926455,20
19,Local Congruent at 2,7,503.5,80.80287905240688,20
19,Local Congruent at 6,1,484.55,108.75587098489999,20
19,Local Congruent at 6,2,425.1,107.0950880980862,20
19,Local Congruent at 6,3,402.7,78.1726160156921,20
19,Local Congruent at 6,4,424.65,75.53547441260194,20
19,Local Congruent at 6,5,452.05,127.16275315308994,20
19,Local Congruent at 6,6,419.4736842105263,66.57274085210405,19
19,Local Congruent at 6,7,400.5263157894737,85.1771803171696,19
19,Local Incongruent,1,526.7777777777778,118.52900144271247,18
19,Local Incongruent,2,464.1,163.82625584827102,20
19,Local Incongruent,3,478.2,135.6767055210755,20
19,Local Incongruent,4,468.8,117.33918446335953,20
19,Local Incongruent,5,455.15,116.67466012716503,20
19,Local Incongruent,6,451.2,112.17730326773349,20
19,Local Incongruent,7,451.15,105.55431378155389,20
20,Global Congruent at 2,1,355,100.06366394503682,20
20,Global Congruent at 2,2,343.25,71.57761705420134,20
20,Global Congruent at 2,3,360.9,64.33456957270533,20
20,Global Congruent at 2,4,370.85,85.46607514095871,20
20,Global Congruent at 2,5,370.45,60.66428325759643,20
20,Global Congruent at 2,6,373,70.89206027847065,20
20,Global Congruent at 2,7,366.5,89.03251919205819,20
20,Global Congruent at 6,1,365.2,56.79844326999409,20
20,Global Congruent at 6,2,339.10526315789474,55.23273459426243,19
20,Global Congruent at 6,3,375.1,66.26176161732782,20
20,Global Congruent at 6,4,360.2105263157895,47.126990317378315,19
20,Global Congruent at 6,5,347.65,72.56160721831665,20
20,Global Congruent at 6,6,374.75,74.01911204120474,20
20,Global Congruent at 6,7,358.35,63.140007335411276,20
20,Global Incongruent,1,364.7368421052632,54.4108262361077,19
20,Global Incongruent,2,331.1,74.96869522112476,20
20,Global Incongruent,3,340.7894736842105,64.38907684051907,19
20,Global Incongruent,4,357.05,84.14240748185249,20
20,Global Incongruent,5,385.9,184.35631974949746,20
20,Global Incongruent,6,384.05,77.22658050724573,20
20,Global Incongruent,7,355.2,88.82187971321859,20
20,Local Congruent at 2,1,471.4,176.00041865978915,20
20,Local Congruent at 2,2,386.15,69.64366068555135,20
20,Local Congruent at 2,3,405.55,95.02989834229734,20
20,Local Congruent at 2,4,403.2105263157895,101.49415908063567,19
20,Local Congruent at 2,5,437.25,97.41278150222382,20
20,Local Congruent at 2,6,398.95,67.38536074033635,20
20,Local Congruent at 2,7,417.3,76.56514254301091,20
20,Local Congruent at 6,1,492.72222222222223,191.62887095374364,18
20,Local Congruent at 6,2,384.2,88.53997015918559,20
20,Local Congruent at 6,3,434.4,130.28123425881412,20
20,Local Congruent at 6,4,400.05,104.39574250241999,20
20,Local Congruent at 6,5,409.25,109.9362853752357,20
20,Local Congruent at 6,6,401.55,72.66467685992896,20
20,Local Congruent at 6,7,426.3,97.417765590428,20
20,Local Incongruent,1,471.85,139.9542312404497,20
20,Local Incongruent,2,427.6,121.71640896167746,20
20,Local Incongruent,3,427.75,86.1448443641656,20
20,Local Incongruent,4,404.15,82.98971083973699,20
20,Local Incongruent,5,423.05,77.79356961654486,20
20,Local Incongruent,6,397.85,87.4999398496034,20
20,Local Incongruent,7,401.8,76.42374940870286,20
21,Global Congruent at 2,1,480.1666666666667,408.7068919524257,18
21,Global Congruent at 2,2,217.2,105.86963184675963,20
21,Global Congruent at 2,3,232.625,103.44910181662607,16
21,Global Congruent at 2,4,260.625,110.17251623401062,16
21,Global Congruent at 2,5,248.72222222222223,93.639361730842,18
21,Global Congruent at 2,6,238.3684210526316,89.56636926282083,19
21,Global Congruent at 2,7,241.1,97.82363292116449,20
21,Global Congruent at 6,1,410,293.08079592695333,18
21,Global Congruent at 6,2,261.57894736842104,92.687836784118,19
21,Global Congruent at 6,3,261.6842105263158,87.66163016684536,19
21,Global Congruent at 6,4,243.55,84.70349212958914,20
21,Global Congruent at 6,5,247,90.00061728183374,19
21,Global Congruent at 6,6,248.78947368421052,82.26959675182323,19
21,Global Congruent at 6,7,232.25,104.7954775038654,20
21,Global Incongruent,1,322.8666666666667,288.69159685594957,15
21,Global Incongruent,2,242.94444444444446,116.5461141867293,18
21,Global Incongruent,3,268.55555555555554,140.96483592485134,18
21,Global Incongruent,4,234.05555555555554,86.31097825491413,18
21,Global Incongruent,5,211.41176470588235,55.40539100973096,17
21,Global Incongruent,6,198.05263157894737,72.71212162754534,19
21,Global Incongruent,7,240.55555555555554,123.82445934477624,18
21,Local Congruent at 2,1,516.8888888888889,455.26125516841023,18
21,Local Congruent at 2,2,291.05,115.4521887827894,20
21,Local Congruent at 2,3,359.95,239.12548456494773,20
21,Local Congruent at 2,4,310.45,126.66095439566628,20
21,Local Congruent at 2,5,297,156.25384205802663,20
21,Local Congruent at 2,6,285.25,99.4886266972525,20
21,Local Congruent at 2,7,250.2,100.0308373505522,20
21,Local Congruent at 6,1,322.1,138.1855731673135,20
21,Local Congruent at 6,2,293.1,119.04085985824142,20
21,Local Congruent at 6,3,282.95,84.17492750844893,20
21,Local Congruent at 6,4,284.55,118.9477881920865,20
21,Local Congruent at 6,5,294.7,135.48668608119087,20
21,Local Congruent at 6,6,268.1,72.22180746619549,20
21,Local Congruent at 6,7,258.3157894736842,121.49579445468653,19
21,Local Incongruent,1,443.7368421052632,269.56298833178596,19
21,Local Incongruent,2,407.7,257.20626578272686,20
21,Local Incongruent,3,367.44444444444446,180.33244536043202,18
21,Local Incongruent,4,380.95,215.39840076618856,20
21,Local Incongruent,5,367.85,225.9842274421637,20
21,Local Incongruent,6,306.35,168.6451506628793,20
21,Local Incongruent,7,298.4,170.42590611079117,20
22,Global Congruent at 2,1,408.9,164.6728495181311,20
22,Global Congruent at 2,2,324.8421052631579,107.929639198618,19
22,Global Congruent at 2,3,329.95,81.23615671543513,20
22,Global Congruent at 2,4,302.75,93.92823408270134,20
22,Global Congruent at 2,5,368.9,230.35325275027392,20
22,Global Congruent at 2,6,287.7,91.94397607696823,20
22,Global Congruent at 2,7,305.25,101.63964984715675,20
22,Global Congruent at 6,1,355.05,134.3982593089031,20
22,Global Congruent at 6,2,402.5263157894737,305.7877565351229,19
22,Global Congruent at 6,3,344.05555555555554,115.75403548916186,18
22,Global Congruent at 6,4,355.10526315789474,126.16298750110778,19
22,Global Congruent at 6,5,337.7,114.66752855653233,20
22,Global Congruent at 6,6,322.6842105263158,115.76799242526165,19
22,Global Congruent at 6,7,310.85,90.75952900529595,20
22,Global Incongruent,1,385.3157894736842,171.93346666389394,19
22,Global Incongruent,2,344.3157894736842,161.33851666314627,19
22,Global Incongruent,3,333.8,76.95631022996442,20
22,Global Incongruent,4,326.05263157894734,77.00899924627173,19
22,Global Incongruent,5,329.8,110.70900690786777,20
22,Global Incongruent,6,376.2105263157895,169.7405140361698,19
22,Global Incongruent,7,306.35,80.08829009615772,20
22,Local Congruent at 2,1,369.4,121.68527134849926,20
22,Local Congruent at 2,2,357.8,124.73871639719984,20
22,Local Congruent at 2,3,389.15,197.09262449817587,20
22,Local Congruent at 2,4,393.8,121.81720559488863,20
22,Local Congruent at 2,5,392.6,156.73322960737426,20
22,Local Congruent at 2,6,483.55,348.1470462167871,20
22,Local Congruent at 2,7,371.2105263157895,127.72956629247263,19
22,Local Congruent at 6,1,387.42105263157896,134.10042496803726,19
22,Local Congruent at 6,2,359.8,112.5646480916633,20
22,Local Congruent at 6,3,373.85,147.84069484628236,20
22,Local Congruent at 6,4,370.05,96.09944136975484,20
22,Local Congruent at 6,5,412.05,155.14287981694403,20
22,Local Congruent at 6,6,336.8,97.34020643841724,20
22,Local Congruent at 6,7,359.95,82.05035360262495,20
22,Local Incongruent,1,397.4,145.97490772119204,20
22,Local Incongruent,2,353.2105263157895,177.30124363396905,19
22,Local Incongruent,3,419.25,126.08554948713864,20
22,Local Incongruent,4,347.05,123.43268994625541,20
22,Local Incongruent,5,395.35,219.01893092895682,20
22,Local Incongruent,6,331.7894736842105,98.38167114038198,19
22,Local Incongruent,7,356.15,146.63641932918375,20
23,Global Congruent at 2,1,400.3157894736842,87.66606630439482,19
23,Global Congruent at 2,2,355.85,103.63309520154569,20
23,Global Congruent at 2,3,334.65,115.39418711985726,20
23,Global Congruent at 2,4,327.4,120.78837518133676,20
23,Global Congruent at 2,5,375.1578947368421,144.18709418202093,19
23,Global Congruent at 2,6,339.85,148.42622658021764,20
23,Global Congruent at 2,7,305.45,111.692470179224,20
23,Global Congruent at 6,1,410.85,117.98406449043961,20
23,Global Congruent at 6,2,351.3,122.74153417049307,20
23,Global Congruent at 6,3,321.1,117.1647063797483,20
23,Global Congruent at 6,4,293.4,112.38907982165301,20
23,Global Congruent at 6,5,324.7,163.22896414803992,20
23,Global Congruent at 6,6,329.3157894736842,91.5338751086048,19
23,Global Congruent at 6,7,325.7368421052632,168.8641275323195,19
23,Global Incongruent,1,397.35,170.94051750920784,20
23,Global Incongruent,2,379.3,173.83540309275625,20
23,Global Incongruent,3,352.1,173.96427340420396,20
23,Global Incongruent,4,383.42105263157896,121.1433108115589,19
23,Global Incongruent,5,415.45,286.41384761436234,20
23,Global Incongruent,6,335.7,131.1447974367906,20
23,Global Incongruent,7,286.45,100.21738214606549,20
23,Local Congruent at 2,1,420.63157894736844,78.0905532245993,19
23,Local Congruent at 2,2,325.05555555555554,77.13736580033297,18
23,Local Congruent at 2,3,330.2631578947368,146.16613154796121,19
23,Local Congruent at 2,4,330,129.98076780816461,19
23,Local Congruent at 2,5,355.94444444444446,96.53129466485572,18
23,Local Congruent at 2,6,347.2105263157895,160.51707383998766,19
23,Local Congruent at 2,7,414.1578947368421,194.98098572763868,19
23,Local Congruent at 6,1,455.65,156.28963497302053,20
23,Local Congruent at 6,2,405,115.97365601242763,19
23,Local Congruent at 6,3,352.8,109.286489751045,20
23,Local Congruent at 6,4,351.1578947368421,129.65006884254706,19
23,Local Congruent at 6,5,362.15,129.621422449743,20
23,Local Congruent at 6,6,345.65,132.075845434994,20
23,Local Congruent at 6,7,340.65,238.70335587348401,20
23,Local Incongruent,1,451.65,97.36814295835109,20
23,Local Incongruent,2,379.5,146.02757490138274,20
23,Local Incongruent,3,381.8421052631579,70.02639435550533,19
23,Local Incongruent,4,352.4,132.75081524182224,20
23,Local Incongruent,5,369.2,132.49373371478444,20
23,Local Incongruent,6,397.2105263157895,129.90662413499956,19
23,Local Incongruent,7,375.29411764705884,127.31101911553176,17
